facility,service_line,sub_service,ip_op_indicator,med_surg_indicator,demand,date
facility2,Cardiology,Cardiac Cath,O,MED,37,10/03/2018
facility2,Cardiology,Cardiac Cath,O,MED,71,10/04/2018
facility2,Cardiology,Cardiac Cath,O,MED,35,10/05/2018
facility2,Cardiology,Cardiac Cath,O,MED,3,10/06/2018
facility2,Cardiology,Cardiac Cath,O,MED,24,10/08/2018
facility2,Cardiology,Cardiac Cath,O,MED,61,10/09/2018
facility2,Cardiology,Cardiac Cath,O,MED,36,10/10/2018
facility2,Cardiology,Cardiac Cath,O,MED,43,10/11/2018
facility2,Cardiology,Cardiac Cath,O,MED,52,10/12/2018
facility2,Cardiology,Cardiac Cath,O,MED,2,10/13/2018
facility2,Cardiology,Cardiac Cath,O,MED,31,10/15/2018
facility2,Cardiology,Cardiac Cath,O,MED,60,10/16/2018
facility2,Cardiology,Cardiac Cath,O,MED,61,10/17/2018
facility2,Cardiology,Cardiac Cath,O,MED,50,10/18/2018
facility2,Cardiology,Cardiac Cath,O,MED,50,10/19/2018
facility2,Cardiology,Cardiac Cath,O,MED,20,10/20/2018
facility2,Cardiology,Cardiac Cath,O,MED,26,10/22/2018
facility2,Cardiology,Cardiac Cath,O,MED,56,10/23/2018
facility2,Cardiology,Cardiac Cath,O,MED,63,10/24/2018
facility2,Cardiology,Cardiac Cath,O,MED,45,10/25/2018
facility2,Cardiology,Cardiac Cath,O,MED,31,10/26/2018
facility2,Cardiology,Cardiac Cath,O,MED,2,10/27/2018
facility2,Cardiology,Cardiac Cath,O,MED,19,10/29/2018
facility2,Cardiology,Cardiac Cath,O,MED,47,10/30/2018
facility2,Cardiology,Cardiac Cath,O,MED,20,10/31/2018
facility2,Cardiology,Cardiac Cath,O,MED,71,11/01/2018
facility2,Cardiology,Cardiac Cath,O,MED,63,11/02/2018
facility2,Cardiology,Cardiac Cath,O,MED,13,11/03/2018
facility2,Cardiology,Cardiac Cath,O,MED,53,11/05/2018
facility2,Cardiology,Cardiac Cath,O,MED,13,11/06/2018
facility2,Cardiology,Cardiac Cath,O,MED,25,11/07/2018
facility2,Cardiology,Cardiac Cath,O,MED,61,11/08/2018
facility2,Cardiology,Cardiac Cath,O,MED,47,11/09/2018
facility2,Cardiology,Cardiac Cath,O,MED,8,11/10/2018
facility2,Cardiology,Cardiac Cath,O,MED,57,11/12/2018
facility2,Cardiology,Cardiac Cath,O,MED,31,11/13/2018
facility2,Cardiology,Cardiac Cath,O,MED,30,11/14/2018
facility2,Cardiology,Cardiac Cath,O,MED,31,11/15/2018
facility2,Cardiology,Cardiac Cath,O,MED,55,11/16/2018
facility2,Cardiology,Cardiac Cath,O,MED,7,11/17/2018
facility2,Cardiology,Cardiac Cath,O,MED,33,11/19/2018
facility2,Cardiology,Cardiac Cath,O,MED,59,11/20/2018
facility2,Cardiology,Cardiac Cath,O,MED,32,11/21/2018
facility2,Cardiology,Cardiac Cath,O,MED,11,11/23/2018
facility2,Cardiology,Cardiac Cath,O,MED,2,11/24/2018
facility2,Cardiology,Cardiac Cath,O,MED,59,11/26/2018
facility2,Cardiology,Cardiac Cath,O,MED,50,11/27/2018
facility2,Cardiology,Cardiac Cath,O,MED,65,11/28/2018
facility2,Cardiology,Cardiac Cath,O,MED,37,11/29/2018
facility2,Cardiology,Cardiac Cath,O,MED,29,11/30/2018
facility2,Cardiology,Cardiac Cath,O,MED,20,12/01/2018
facility2,Cardiology,Cardiac Cath,O,MED,23,12/03/2018
facility2,Cardiology,Cardiac Cath,O,MED,48,12/04/2018
facility2,Cardiology,Cardiac Cath,O,MED,52,12/05/2018
facility2,Cardiology,Cardiac Cath,O,MED,51,12/06/2018
facility2,Cardiology,Cardiac Cath,O,MED,61,12/07/2018
facility2,Cardiology,Cardiac Cath,O,MED,10,12/08/2018
facility2,Cardiology,Cardiac Cath,O,MED,22,12/10/2018
facility2,Cardiology,Cardiac Cath,O,MED,53,12/11/2018
facility2,Cardiology,Cardiac Cath,O,MED,68,12/12/2018
facility2,Cardiology,Cardiac Cath,O,MED,50,12/13/2018
facility2,Cardiology,Cardiac Cath,O,MED,35,12/14/2018
facility2,Cardiology,Cardiac Cath,O,MED,2,12/15/2018
facility2,Cardiology,Cardiac Cath,O,MED,38,12/17/2018
facility2,Cardiology,Cardiac Cath,O,MED,41,12/18/2018
facility2,Cardiology,Cardiac Cath,O,MED,57,12/19/2018
facility2,Cardiology,Cardiac Cath,O,MED,73,12/20/2018
facility2,Cardiology,Cardiac Cath,O,MED,27,12/21/2018
facility2,Cardiology,Cardiac Cath,O,MED,2,12/22/2018
facility2,Cardiology,Cardiac Cath,O,MED,4,12/24/2018
facility2,Cardiology,Cardiac Cath,O,MED,3,12/25/2018
facility2,Cardiology,Cardiac Cath,O,MED,15,12/26/2018
facility2,Cardiology,Cardiac Cath,O,MED,62,12/27/2018
facility2,Cardiology,Cardiac Cath,O,MED,29,12/28/2018
facility2,Cardiology,Cardiac Cath,O,MED,7,12/29/2018
facility2,Cardiology,Cardiac Cath,O,MED,4,12/31/2018
facility2,Cardiology,Cardiac Cath,O,MED,2,01/01/2019
facility2,Cardiology,Cardiac Cath,O,MED,10,01/02/2019
facility2,Cardiology,Cardiac Cath,O,MED,25,01/03/2019
facility2,Cardiology,Cardiac Cath,O,MED,47,01/04/2019
facility2,Cardiology,Cardiac Cath,O,MED,10,01/05/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,01/07/2019
facility2,Cardiology,Cardiac Cath,O,MED,62,01/08/2019
facility2,Cardiology,Cardiac Cath,O,MED,26,01/09/2019
facility2,Cardiology,Cardiac Cath,O,MED,54,01/10/2019
facility2,Cardiology,Cardiac Cath,O,MED,46,01/11/2019
facility2,Cardiology,Cardiac Cath,O,MED,2,01/12/2019
facility2,Cardiology,Cardiac Cath,O,MED,28,01/14/2019
facility2,Cardiology,Cardiac Cath,O,MED,18,01/15/2019
facility2,Cardiology,Cardiac Cath,O,MED,38,01/16/2019
facility2,Cardiology,Cardiac Cath,O,MED,59,01/17/2019
facility2,Cardiology,Cardiac Cath,O,MED,27,01/18/2019
facility2,Cardiology,Cardiac Cath,O,MED,2,01/19/2019
facility2,Cardiology,Cardiac Cath,O,MED,33,01/21/2019
facility2,Cardiology,Cardiac Cath,O,MED,24,01/22/2019
facility2,Cardiology,Cardiac Cath,O,MED,33,01/23/2019
facility2,Cardiology,Cardiac Cath,O,MED,32,01/24/2019
facility2,Cardiology,Cardiac Cath,O,MED,31,01/25/2019
facility2,Cardiology,Cardiac Cath,O,MED,3,01/26/2019
facility2,Cardiology,Cardiac Cath,O,MED,40,01/28/2019
facility2,Cardiology,Cardiac Cath,O,MED,58,01/29/2019
facility2,Cardiology,Cardiac Cath,O,MED,37,01/30/2019
facility2,Cardiology,Cardiac Cath,O,MED,47,01/31/2019
facility2,Cardiology,Cardiac Cath,O,MED,56,02/01/2019
facility2,Cardiology,Cardiac Cath,O,MED,7,02/02/2019
facility2,Cardiology,Cardiac Cath,O,MED,42,02/04/2019
facility2,Cardiology,Cardiac Cath,O,MED,55,02/05/2019
facility2,Cardiology,Cardiac Cath,O,MED,18,02/06/2019
facility2,Cardiology,Cardiac Cath,O,MED,52,02/07/2019
facility2,Cardiology,Cardiac Cath,O,MED,45,02/08/2019
facility2,Cardiology,Cardiac Cath,O,MED,26,02/09/2019
facility2,Cardiology,Cardiac Cath,O,MED,13,02/11/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,02/12/2019
facility2,Cardiology,Cardiac Cath,O,MED,49,02/13/2019
facility2,Cardiology,Cardiac Cath,O,MED,39,02/14/2019
facility2,Cardiology,Cardiac Cath,O,MED,27,02/15/2019
facility2,Cardiology,Cardiac Cath,O,MED,16,02/16/2019
facility2,Cardiology,Cardiac Cath,O,MED,30,02/18/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,02/19/2019
facility2,Cardiology,Cardiac Cath,O,MED,48,02/20/2019
facility2,Cardiology,Cardiac Cath,O,MED,67,02/21/2019
facility2,Cardiology,Cardiac Cath,O,MED,52,02/22/2019
facility2,Cardiology,Cardiac Cath,O,MED,2,02/23/2019
facility2,Cardiology,Cardiac Cath,O,MED,31,02/25/2019
facility2,Cardiology,Cardiac Cath,O,MED,33,02/26/2019
facility2,Cardiology,Cardiac Cath,O,MED,51,02/27/2019
facility2,Cardiology,Cardiac Cath,O,MED,28,02/28/2019
facility2,Cardiology,Cardiac Cath,O,MED,65,03/01/2019
facility2,Cardiology,Cardiac Cath,O,MED,2,03/02/2019
facility2,Cardiology,Cardiac Cath,O,MED,20,03/04/2019
facility2,Cardiology,Cardiac Cath,O,MED,54,03/05/2019
facility2,Cardiology,Cardiac Cath,O,MED,38,03/06/2019
facility2,Cardiology,Cardiac Cath,O,MED,75,03/07/2019
facility2,Cardiology,Cardiac Cath,O,MED,24,03/08/2019
facility2,Cardiology,Cardiac Cath,O,MED,15,03/09/2019
facility2,Cardiology,Cardiac Cath,O,MED,53,03/11/2019
facility2,Cardiology,Cardiac Cath,O,MED,32,03/12/2019
facility2,Cardiology,Cardiac Cath,O,MED,37,03/13/2019
facility2,Cardiology,Cardiac Cath,O,MED,69,03/14/2019
facility2,Cardiology,Cardiac Cath,O,MED,29,03/15/2019
facility2,Cardiology,Cardiac Cath,O,MED,7,03/16/2019
facility2,Cardiology,Cardiac Cath,O,MED,46,03/18/2019
facility2,Cardiology,Cardiac Cath,O,MED,61,03/19/2019
facility2,Cardiology,Cardiac Cath,O,MED,46,03/20/2019
facility2,Cardiology,Cardiac Cath,O,MED,65,03/21/2019
facility2,Cardiology,Cardiac Cath,O,MED,17,03/22/2019
facility2,Cardiology,Cardiac Cath,O,MED,10,03/23/2019
facility2,Cardiology,Cardiac Cath,O,MED,47,03/25/2019
facility2,Cardiology,Cardiac Cath,O,MED,32,03/26/2019
facility2,Cardiology,Cardiac Cath,O,MED,49,03/27/2019
facility2,Cardiology,Cardiac Cath,O,MED,24,03/28/2019
facility2,Cardiology,Cardiac Cath,O,MED,37,03/29/2019
facility2,Cardiology,Cardiac Cath,O,MED,25,04/01/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,04/02/2019
facility2,Cardiology,Cardiac Cath,O,MED,16,04/03/2019
facility2,Cardiology,Cardiac Cath,O,MED,44,04/04/2019
facility2,Cardiology,Cardiac Cath,O,MED,18,04/05/2019
facility2,Cardiology,Cardiac Cath,O,MED,19,04/06/2019
facility2,Cardiology,Cardiac Cath,O,MED,54,04/08/2019
facility2,Cardiology,Cardiac Cath,O,MED,25,04/09/2019
facility2,Cardiology,Cardiac Cath,O,MED,21,04/10/2019
facility2,Cardiology,Cardiac Cath,O,MED,62,04/11/2019
facility2,Cardiology,Cardiac Cath,O,MED,50,04/12/2019
facility2,Cardiology,Cardiac Cath,O,MED,2,04/13/2019
facility2,Cardiology,Cardiac Cath,O,MED,61,04/15/2019
facility2,Cardiology,Cardiac Cath,O,MED,38,04/16/2019
facility2,Cardiology,Cardiac Cath,O,MED,49,04/17/2019
facility2,Cardiology,Cardiac Cath,O,MED,54,04/18/2019
facility2,Cardiology,Cardiac Cath,O,MED,70,04/19/2019
facility2,Cardiology,Cardiac Cath,O,MED,16,04/20/2019
facility2,Cardiology,Cardiac Cath,O,MED,31,04/22/2019
facility2,Cardiology,Cardiac Cath,O,MED,21,04/23/2019
facility2,Cardiology,Cardiac Cath,O,MED,63,04/24/2019
facility2,Cardiology,Cardiac Cath,O,MED,35,04/25/2019
facility2,Cardiology,Cardiac Cath,O,MED,34,04/26/2019
facility2,Cardiology,Cardiac Cath,O,MED,17,04/27/2019
facility2,Cardiology,Cardiac Cath,O,MED,2,04/28/2019
facility2,Cardiology,Cardiac Cath,O,MED,37,04/29/2019
facility2,Cardiology,Cardiac Cath,O,MED,45,04/30/2019
facility2,Cardiology,Cardiac Cath,O,MED,45,05/01/2019
facility2,Cardiology,Cardiac Cath,O,MED,54,05/02/2019
facility2,Cardiology,Cardiac Cath,O,MED,17,05/03/2019
facility2,Cardiology,Cardiac Cath,O,MED,8,05/04/2019
facility2,Cardiology,Cardiac Cath,O,MED,29,05/06/2019
facility2,Cardiology,Cardiac Cath,O,MED,66,05/07/2019
facility2,Cardiology,Cardiac Cath,O,MED,24,05/08/2019
facility2,Cardiology,Cardiac Cath,O,MED,41,05/09/2019
facility2,Cardiology,Cardiac Cath,O,MED,71,05/10/2019
facility2,Cardiology,Cardiac Cath,O,MED,2,05/11/2019
facility2,Cardiology,Cardiac Cath,O,MED,65,05/13/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,05/14/2019
facility2,Cardiology,Cardiac Cath,O,MED,18,05/15/2019
facility2,Cardiology,Cardiac Cath,O,MED,31,05/16/2019
facility2,Cardiology,Cardiac Cath,O,MED,18,05/17/2019
facility2,Cardiology,Cardiac Cath,O,MED,14,05/18/2019
facility2,Cardiology,Cardiac Cath,O,MED,24,05/20/2019
facility2,Cardiology,Cardiac Cath,O,MED,40,05/21/2019
facility2,Cardiology,Cardiac Cath,O,MED,59,05/22/2019
facility2,Cardiology,Cardiac Cath,O,MED,49,05/23/2019
facility2,Cardiology,Cardiac Cath,O,MED,20,05/24/2019
facility2,Cardiology,Cardiac Cath,O,MED,2,05/25/2019
facility2,Cardiology,Cardiac Cath,O,MED,26,05/28/2019
facility2,Cardiology,Cardiac Cath,O,MED,54,05/29/2019
facility2,Cardiology,Cardiac Cath,O,MED,51,05/30/2019
facility2,Cardiology,Cardiac Cath,O,MED,20,05/31/2019
facility2,Cardiology,Cardiac Cath,O,MED,3,06/01/2019
facility2,Cardiology,Cardiac Cath,O,MED,22,06/03/2019
facility2,Cardiology,Cardiac Cath,O,MED,34,06/04/2019
facility2,Cardiology,Cardiac Cath,O,MED,26,06/05/2019
facility2,Cardiology,Cardiac Cath,O,MED,26,06/06/2019
facility2,Cardiology,Cardiac Cath,O,MED,32,06/07/2019
facility2,Cardiology,Cardiac Cath,O,MED,11,06/08/2019
facility2,Cardiology,Cardiac Cath,O,MED,12,06/10/2019
facility2,Cardiology,Cardiac Cath,O,MED,35,06/11/2019
facility2,Cardiology,Cardiac Cath,O,MED,31,06/12/2019
facility2,Cardiology,Cardiac Cath,O,MED,57,06/13/2019
facility2,Cardiology,Cardiac Cath,O,MED,52,06/14/2019
facility2,Cardiology,Cardiac Cath,O,MED,10,06/15/2019
facility2,Cardiology,Cardiac Cath,O,MED,63,06/17/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,06/18/2019
facility2,Cardiology,Cardiac Cath,O,MED,38,06/19/2019
facility2,Cardiology,Cardiac Cath,O,MED,60,06/20/2019
facility2,Cardiology,Cardiac Cath,O,MED,50,06/21/2019
facility2,Cardiology,Cardiac Cath,O,MED,18,06/22/2019
facility2,Cardiology,Cardiac Cath,O,MED,51,06/24/2019
facility2,Cardiology,Cardiac Cath,O,MED,42,06/25/2019
facility2,Cardiology,Cardiac Cath,O,MED,42,06/26/2019
facility2,Cardiology,Cardiac Cath,O,MED,72,06/27/2019
facility2,Cardiology,Cardiac Cath,O,MED,30,06/28/2019
facility2,Cardiology,Cardiac Cath,O,MED,5,06/29/2019
facility2,Cardiology,Cardiac Cath,O,MED,41,07/01/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,07/02/2019
facility2,Cardiology,Cardiac Cath,O,MED,38,07/03/2019
facility2,Cardiology,Cardiac Cath,O,MED,9,07/04/2019
facility2,Cardiology,Cardiac Cath,O,MED,19,07/05/2019
facility2,Cardiology,Cardiac Cath,O,MED,37,07/08/2019
facility2,Cardiology,Cardiac Cath,O,MED,26,07/09/2019
facility2,Cardiology,Cardiac Cath,O,MED,32,07/10/2019
facility2,Cardiology,Cardiac Cath,O,MED,56,07/11/2019
facility2,Cardiology,Cardiac Cath,O,MED,18,07/12/2019
facility2,Cardiology,Cardiac Cath,O,MED,8,07/13/2019
facility2,Cardiology,Cardiac Cath,O,MED,36,07/15/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,07/16/2019
facility2,Cardiology,Cardiac Cath,O,MED,17,07/17/2019
facility2,Cardiology,Cardiac Cath,O,MED,72,07/18/2019
facility2,Cardiology,Cardiac Cath,O,MED,52,07/19/2019
facility2,Cardiology,Cardiac Cath,O,MED,11,07/20/2019
facility2,Cardiology,Cardiac Cath,O,MED,14,07/22/2019
facility2,Cardiology,Cardiac Cath,O,MED,32,07/23/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,07/24/2019
facility2,Cardiology,Cardiac Cath,O,MED,28,07/25/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,07/26/2019
facility2,Cardiology,Cardiac Cath,O,MED,16,07/27/2019
facility2,Cardiology,Cardiac Cath,O,MED,39,07/29/2019
facility2,Cardiology,Cardiac Cath,O,MED,65,07/30/2019
facility2,Cardiology,Cardiac Cath,O,MED,30,07/31/2019
facility2,Cardiology,Cardiac Cath,O,MED,34,08/01/2019
facility2,Cardiology,Cardiac Cath,O,MED,33,08/02/2019
facility2,Cardiology,Cardiac Cath,O,MED,14,08/03/2019
facility2,Cardiology,Cardiac Cath,O,MED,6,08/04/2019
facility2,Cardiology,Cardiac Cath,O,MED,44,08/05/2019
facility2,Cardiology,Cardiac Cath,O,MED,59,08/06/2019
facility2,Cardiology,Cardiac Cath,O,MED,63,08/07/2019
facility2,Cardiology,Cardiac Cath,O,MED,39,08/08/2019
facility2,Cardiology,Cardiac Cath,O,MED,44,08/09/2019
facility2,Cardiology,Cardiac Cath,O,MED,7,08/10/2019
facility2,Cardiology,Cardiac Cath,O,MED,47,08/12/2019
facility2,Cardiology,Cardiac Cath,O,MED,50,08/13/2019
facility2,Cardiology,Cardiac Cath,O,MED,64,08/14/2019
facility2,Cardiology,Cardiac Cath,O,MED,73,08/15/2019
facility2,Cardiology,Cardiac Cath,O,MED,55,08/16/2019
facility2,Cardiology,Cardiac Cath,O,MED,4,08/17/2019
facility2,Cardiology,Cardiac Cath,O,MED,62,08/19/2019
facility2,Cardiology,Cardiac Cath,O,MED,36,08/20/2019
facility2,Cardiology,Cardiac Cath,O,MED,49,08/21/2019
facility2,Cardiology,Cardiac Cath,O,MED,60,08/22/2019
facility2,Cardiology,Cardiac Cath,O,MED,46,08/23/2019
facility2,Cardiology,Cardiac Cath,O,MED,17,08/24/2019
facility2,Cardiology,Cardiac Cath,O,MED,62,08/26/2019
facility2,Cardiology,Cardiac Cath,O,MED,29,08/27/2019
facility2,Cardiology,Cardiac Cath,O,MED,66,08/28/2019
facility2,Cardiology,Cardiac Cath,O,MED,39,08/29/2019
facility2,Cardiology,Cardiac Cath,O,MED,33,08/30/2019
facility2,Cardiology,Cardiac Cath,O,MED,12,08/31/2019
facility2,Cardiology,Cardiac Cath,O,MED,36,09/03/2019
facility2,Cardiology,Cardiac Cath,O,MED,49,09/04/2019
facility2,Cardiology,Cardiac Cath,O,MED,77,09/05/2019
facility2,Cardiology,Cardiac Cath,O,MED,38,09/06/2019
facility2,Cardiology,Cardiac Cath,O,MED,9,09/07/2019
facility2,Cardiology,Cardiac Cath,O,MED,13,09/08/2019
facility2,Cardiology,Cardiac Cath,O,MED,55,09/09/2019
facility2,Cardiology,Cardiac Cath,O,MED,30,09/10/2019
facility2,Cardiology,Cardiac Cath,O,MED,32,09/11/2019
facility2,Cardiology,Cardiac Cath,O,MED,45,09/12/2019
facility2,Cardiology,Cardiac Cath,O,MED,47,09/13/2019
facility2,Cardiology,Cardiac Cath,O,MED,2,09/14/2019
facility2,Cardiology,Cardiac Cath,O,MED,26,09/16/2019
facility2,Cardiology,Cardiac Cath,O,MED,44,09/17/2019
facility2,Cardiology,Cardiac Cath,O,MED,66,09/18/2019
facility2,Cardiology,Cardiac Cath,O,MED,30,09/19/2019
facility2,Cardiology,Cardiac Cath,O,MED,26,09/20/2019
facility2,Cardiology,Cardiac Cath,O,MED,11,09/21/2019
facility2,Cardiology,Cardiac Cath,O,MED,24,09/23/2019
facility2,Cardiology,Cardiac Cath,O,MED,52,09/24/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,09/25/2019
facility2,Cardiology,Cardiac Cath,O,MED,48,09/26/2019
facility2,Cardiology,Cardiac Cath,O,MED,32,09/27/2019
facility2,Cardiology,Cardiac Cath,O,MED,12,09/28/2019
facility2,Cardiology,Cardiac Cath,O,MED,35,09/30/2019
facility2,Cardiology,Cardiac Cath,O,MED,30,10/01/2019
facility2,Cardiology,Cardiac Cath,O,MED,32,10/02/2019
facility2,Cardiology,Cardiac Cath,O,MED,54,10/03/2019
facility2,Cardiology,Cardiac Cath,O,MED,66,10/04/2019
facility2,Cardiology,Cardiac Cath,O,MED,3,10/05/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,10/07/2019
facility2,Cardiology,Cardiac Cath,O,MED,46,10/08/2019
facility2,Cardiology,Cardiac Cath,O,MED,56,10/09/2019
facility2,Cardiology,Cardiac Cath,O,MED,59,10/10/2019
facility2,Cardiology,Cardiac Cath,O,MED,37,10/11/2019
facility2,Cardiology,Cardiac Cath,O,MED,8,10/12/2019
facility2,Cardiology,Cardiac Cath,O,MED,60,10/14/2019
facility2,Cardiology,Cardiac Cath,O,MED,34,10/15/2019
facility2,Cardiology,Cardiac Cath,O,MED,37,10/16/2019
facility2,Cardiology,Cardiac Cath,O,MED,52,10/17/2019
facility2,Cardiology,Cardiac Cath,O,MED,29,10/18/2019
facility2,Cardiology,Cardiac Cath,O,MED,4,10/19/2019
facility2,Cardiology,Cardiac Cath,O,MED,31,10/21/2019
facility2,Cardiology,Cardiac Cath,O,MED,21,10/22/2019
facility2,Cardiology,Cardiac Cath,O,MED,70,10/23/2019
facility2,Cardiology,Cardiac Cath,O,MED,51,10/24/2019
facility2,Cardiology,Cardiac Cath,O,MED,63,10/25/2019
facility2,Cardiology,Cardiac Cath,O,MED,2,10/26/2019
facility2,Cardiology,Cardiac Cath,O,MED,21,10/28/2019
facility2,Cardiology,Cardiac Cath,O,MED,67,10/29/2019
facility2,Cardiology,Cardiac Cath,O,MED,40,10/30/2019
facility2,Cardiology,Cardiac Cath,O,MED,32,10/31/2019
facility2,Cardiology,Cardiac Cath,O,MED,32,11/01/2019
facility2,Cardiology,Cardiac Cath,O,MED,10,11/02/2019
facility2,Cardiology,Cardiac Cath,O,MED,15,11/04/2019
facility2,Cardiology,Cardiac Cath,O,MED,31,11/05/2019
facility2,Cardiology,Cardiac Cath,O,MED,25,11/06/2019
facility2,Cardiology,Cardiac Cath,O,MED,56,11/07/2019
facility2,Cardiology,Cardiac Cath,O,MED,39,11/08/2019
facility2,Cardiology,Cardiac Cath,O,MED,13,11/09/2019
facility2,Cardiology,Cardiac Cath,O,MED,43,11/11/2019
facility2,Cardiology,Cardiac Cath,O,MED,44,11/12/2019
facility2,Cardiology,Cardiac Cath,O,MED,27,11/13/2019
facility2,Cardiology,Cardiac Cath,O,MED,51,11/14/2019
facility2,Cardiology,Cardiac Cath,O,MED,31,11/15/2019
facility2,Cardiology,Cardiac Cath,O,MED,7,11/16/2019
facility2,Cardiology,Cardiac Cath,O,MED,27,11/18/2019
facility2,Cardiology,Cardiac Cath,O,MED,39,11/19/2019
facility2,Cardiology,Cardiac Cath,O,MED,30,11/20/2019
facility2,Cardiology,Cardiac Cath,O,MED,69,11/21/2019
facility2,Cardiology,Cardiac Cath,O,MED,56,11/22/2019
facility2,Cardiology,Cardiac Cath,O,MED,7,11/23/2019
facility2,Cardiology,Cardiac Cath,O,MED,46,11/25/2019
facility2,Cardiology,Cardiac Cath,O,MED,54,11/26/2019
facility2,Cardiology,Cardiac Cath,O,MED,23,11/27/2019
facility2,Cardiology,Cardiac Cath,O,MED,55,11/29/2019
facility2,Cardiology,Cardiac Cath,O,MED,2,11/30/2019
facility2,Cardiology,Cardiac Cath,O,MED,62,12/02/2019
facility2,Cardiology,Cardiac Cath,O,MED,70,12/03/2019
facility2,Cardiology,Cardiac Cath,O,MED,29,12/04/2019
facility2,Cardiology,Cardiac Cath,O,MED,55,12/05/2019
facility2,Cardiology,Cardiac Cath,O,MED,55,12/06/2019
facility2,Cardiology,Cardiac Cath,O,MED,11,12/07/2019
facility2,Cardiology,Cardiac Cath,O,MED,59,12/09/2019
facility2,Cardiology,Cardiac Cath,O,MED,44,12/10/2019
facility2,Cardiology,Cardiac Cath,O,MED,41,12/11/2019
facility2,Cardiology,Cardiac Cath,O,MED,52,12/12/2019
facility2,Cardiology,Cardiac Cath,O,MED,19,12/13/2019
facility2,Cardiology,Cardiac Cath,O,MED,15,12/14/2019
facility2,Cardiology,Cardiac Cath,O,MED,12,12/16/2019
facility2,Cardiology,Cardiac Cath,O,MED,53,12/17/2019
facility2,Cardiology,Cardiac Cath,O,MED,48,12/18/2019
facility2,Cardiology,Cardiac Cath,O,MED,49,12/19/2019
facility2,Cardiology,Cardiac Cath,O,MED,20,12/20/2019
facility2,Cardiology,Cardiac Cath,O,MED,15,12/23/2019
facility2,Cardiology,Cardiac Cath,O,MED,19,12/24/2019
facility2,Cardiology,Cardiac Cath,O,MED,8,12/26/2019
facility2,Cardiology,Cardiac Cath,O,MED,54,12/27/2019
facility2,Cardiology,Cardiac Cath,O,MED,2,12/28/2019
facility2,Cardiology,Cardiac Cath,O,MED,35,12/30/2019
facility2,Cardiology,Cardiac Cath,O,MED,39,12/31/2019
facility2,Cardiology,Cardiac Cath,O,MED,9,01/01/2020
facility2,Cardiology,Cardiac Cath,O,MED,44,01/02/2020
facility2,Cardiology,Cardiac Cath,O,MED,36,01/03/2020
facility2,Cardiology,Cardiac Cath,O,MED,17,01/04/2020
facility2,Cardiology,Cardiac Cath,O,MED,28,01/06/2020
facility2,Cardiology,Cardiac Cath,O,MED,17,01/07/2020
facility2,Cardiology,Cardiac Cath,O,MED,45,01/08/2020
facility2,Cardiology,Cardiac Cath,O,MED,78,01/09/2020
facility2,Cardiology,Cardiac Cath,O,MED,29,01/10/2020
facility2,Cardiology,Cardiac Cath,O,MED,2,01/11/2020
facility2,Cardiology,Cardiac Cath,O,MED,14,01/13/2020
facility2,Cardiology,Cardiac Cath,O,MED,51,01/14/2020
facility2,Cardiology,Cardiac Cath,O,MED,52,01/15/2020
facility2,Cardiology,Cardiac Cath,O,MED,37,01/16/2020
facility2,Cardiology,Cardiac Cath,O,MED,23,01/17/2020
facility2,Cardiology,Cardiac Cath,O,MED,14,01/18/2020
facility2,Cardiology,Cardiac Cath,O,MED,55,01/20/2020
facility2,Cardiology,Cardiac Cath,O,MED,21,01/21/2020
facility2,Cardiology,Cardiac Cath,O,MED,31,01/22/2020
facility2,Cardiology,Cardiac Cath,O,MED,37,01/23/2020
facility2,Cardiology,Cardiac Cath,O,MED,62,01/24/2020
facility2,Cardiology,Cardiac Cath,O,MED,2,01/25/2020
facility2,Cardiology,Cardiac Cath,O,MED,41,01/27/2020
facility2,Cardiology,Cardiac Cath,O,MED,55,01/28/2020
facility2,Cardiology,Cardiac Cath,O,MED,54,01/29/2020
facility2,Cardiology,Cardiac Cath,O,MED,25,01/30/2020
facility2,Cardiology,Cardiac Cath,O,MED,56,01/31/2020
facility2,Cardiology,Cardiac Cath,O,MED,8,02/01/2020
facility2,Cardiology,Cardiac Cath,O,MED,50,02/03/2020
facility2,Cardiology,Cardiac Cath,O,MED,25,02/04/2020
facility2,Cardiology,Cardiac Cath,O,MED,51,02/05/2020
facility2,Cardiology,Cardiac Cath,O,MED,67,02/06/2020
facility2,Cardiology,Cardiac Cath,O,MED,29,02/07/2020
facility2,Cardiology,Cardiac Cath,O,MED,2,02/08/2020
facility2,Cardiology,Cardiac Cath,O,MED,3,02/10/2020
facility2,Cardiology,Cardiac Cath,O,MED,42,02/11/2020
facility2,Cardiology,Cardiac Cath,O,MED,28,02/12/2020
facility2,Cardiology,Cardiac Cath,O,MED,16,02/13/2020
